TV_ID,Dialogue_ID,Utterance_ID,Speaker,Gender,Age,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Scene,FacePosition_LU,FacePosition_RD,Sentiment,Emotion,DA,Utterance
29,29_096,29_096_001,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,neutral,neutral,statement-non-opinion,我们得盯着点
30,30_137,30_137_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,334_23,510_277,neutral,neutral,question,你见过莱昂纳多掐自己就能醒过来了
28,28_275,28_275_009,丽萨,female,young,low,low,low,low,high,car,322_44,524_317,neutral,neutral,other,喂
34,34_327,34_327_009,邓小可母亲,female,elderly,high,high,low,high,high,home,329_138,526_336,neutral,neutral,statement-non-opinion,说我们山山哪 成熟稳重 这个比我们可儿强
28,28_056,28_056_003,关谷神奇,male,young,high,low,high,high,high,home,0_0,0_0,neutral,neutral,acknowledge,行
34,34_227,34_227_002,郑海潮,male,young,low,high,high,high,high,office,240_80,397_289,neutral,neutral,statement-non-opinion,我发现你野心不小
35,35_029,35_029_001,夏东海,male,middle-aged,low,high,high,high,high,home,368_44,520_234,neutral,neutral,statement-opinion,这个事情包在我身上
27,27_333,27_333_004,关谷神奇,male,young,high,low,high,high,high,home,400_69,576_252,neutral,neutral,answer,真的
34,34_096,34_096_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,355_89,515_279,neutral,neutral,statement-opinion,你可算是嫁对人了
27,27_509,27_509_005,吕子乔,male,young,low,high,high,high,low,other-venue,378_22,612_265,neutral,neutral,agreement,没错
34,34_281,34_281_009,邓小可,female,young,low,high,high,high,high,home,221_71,280_137,neutral,neutral,statement-opinion,我觉得吧 快乐最重要
31,31_094,31_094_002,陈美嘉,female,young,high,high,low,high,low,home,446_96,534_206,neutral,neutral,statement-opinion,他那哪儿是焦虑啊
34,34_100,34_100_000,郑海潮,male,young,low,high,high,high,high,office,392_90,530_243,neutral,neutral,question,几宿没睡啦
28,28_295,28_295_004,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,0_0,0_0,neutral,neutral,statement-non-opinion,快说快说说
28,28_183,28_183_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outdoor,373_21,623_285,neutral,neutral,statement-opinion,你一定认识很多名流
35,35_015,35_015_006,夏东海,male,middle-aged,low,high,high,high,high,home,183_89,372_285,neutral,neutral,statement-non-opinion,这说明起码她没跑回爷爷家去
35,35_067,35_067_007,夏东海,male,middle-aged,low,high,high,high,high,home,421_84,589_276,neutral,neutral,statement-non-opinion,今天喜欢F4
28,28_258,28_258_017,曾小贤,male,young,high,high,low,high,low,office,0_0,0_0,neutral,neutral,question,我这还有更强的沙照
29,29_086,29_086_000,吕子乔,male,young,low,high,high,high,low,entertainment-venue,291_24,444_219,neutral,neutral,statement-non-opinion,你要想真正读懂男人
31,31_013,31_013_013,陈美嘉,female,young,high,high,low,high,low,other-venue,260_119,349_232,neutral,neutral,question,你刚才说 别什么
27,27_119,27_119_000,吕子乔,male,young,low,high,high,high,low,home,572_29,654_144,neutral,neutral,statement-non-opinion,曾老师 借你们家冰箱用一下
34,34_214,34_214_002,向飞,male,middle-aged,low,low,low,high,high,car,367_82,516_293,neutral,neutral,statement-non-opinion,我知道
30,30_253,30_253_001,唐悠悠,female,young,high,high,high,high,high,home,208_45,411_258,neutral,neutral,statement-non-opinion,上市之前要做的准备
30,30_068,30_068_013,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,326_81,432_203,neutral,neutral,statement-opinion,我知道你一腔热血
29,29_159,29_159_001,林宛瑜,female,young,low,high,high,high,high,home,168_33,357_273,neutral,neutral,statement-non-opinion,你挑吧
31,31_223,31_223_017,诸葛大力,female,young,low,low,high,low,high,entertainment-venue,278_116,345_204,neutral,neutral,statement-non-opinion,意思就是我这三个月对你的提升都白费了
29,29_437,29_437_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,446_23,679_242,neutral,neutral,statement-non-opinion,如果有需要随时来找我拍片子
34,34_350,34_350_008,向飞,male,middle-aged,low,low,low,high,high,outdoor,317_105,486_321,neutral,neutral,acknowledge,我知道
29,29_426,29_426_001,吕子乔,male,young,low,high,high,high,low,home,313_5,560_247,neutral,neutral,statement-non-opinion,我最喜欢和老同学叙旧
37,37_088,37_088_000,夏雪,female,teenager,high,low,high,low,high,home,571_65,612_123,neutral,neutral,question,现在知道急了
34,34_025,34_025_009,魏山山,female,young,low,low,high,high,high,other-venue,403_101,532_245,neutral,neutral,statement-non-opinion,那我先挂了
27,27_177,27_177_006,胡一菲,female,young,low,high,low,low,high,entertainment-venue,359_97,540_362,neutral,neutral,statement-opinion,别编 没人能骗得了我胡一菲
31,31_104,31_104_001,吕子乔,male,young,low,high,high,high,low,other-venue,293_68,368_157,neutral,neutral,statement-non-opinion,行了
28,28_058,28_058_000,丽萨,female,young,low,low,low,low,high,office,0_0,0_0,neutral,neutral,statement-non-opinion,曾小贤你在这我到处找你
31,31_179,31_179_012,咖喱酱,female,young,low,high,high,high,low,other-venue,363_111,467_227,neutral,neutral,statement-non-opinion,男孩用手轻轻抹去女孩的眼泪
29,29_034,29_034_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,216_33,469_333,neutral,neutral,statement-non-opinion,他准备收个100套
35,35_117,35_117_009,刘梅,female,middle-aged,high,high,low,high,high,home,315_24,481_250,neutral,neutral,quotation,雄性大猩猩们也很少打架
30,30_261,30_261_005,唐悠悠,female,young,high,high,high,high,high,other-venue,465_84,689_303,neutral,neutral,statement-non-opinion,可你并没有这么做
34,34_042,34_042_006,郑海潮,male,young,low,high,high,high,high,restaurant,2_5,193_210,neutral,neutral,question,知道什么概念吗
30,30_072,30_072_008,胡一菲,female,young,low,high,low,low,high,other-venue,253_21,423_240,neutral,neutral,question,干嘛突然要移民
28,28_014,28_014_001,曾小贤,male,young,high,high,low,high,low,home,405_30,640_360,neutral,neutral,statement-non-opinion,我以前也是住在这个房间里的
35,35_131,35_131_006,夏东海,male,middle-aged,low,high,high,high,high,home,304_35,502_242,neutral,neutral,question,可是你没有发现
29,29_284,29_284_004,林宛瑜,female,young,low,high,high,high,high,mall,77_85,286_340,neutral,neutral,statement-non-opinion,我觉得还缺了一点
36,36_188,36_188_023,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,299_34,502_251,neutral,neutral,statement-opinion,看您气质这么好
28,28_002,28_002_005,胡一菲,female,young,low,high,low,low,high,entertainment-venue,189_62,317_240,neutral,neutral,statement-non-opinion,孩子丢了
34,34_129,34_129_011,邓小可,female,young,low,high,high,high,high,car,284_102,434_278,neutral,neutral,statement-opinion,关键很多人不是想着怎么延长这保质期
29,29_053,29_053_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,425_52,572_223,neutral,neutral,statement-non-opinion,我又没有撒谎
31,31_034,31_034_001,赵海棠,male,young,low,high,high,high,high,home,402_105,484_209,neutral,neutral,statement-non-opinion,找你 说吧 出多少钱你才肯离开她
31,31_035,31_035_004,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,neutral,neutral,statement-opinion,爽快
34,34_202,34_202_005,魏山山,female,young,low,low,high,high,high,home,0_0,0_0,neutral,neutral,other,你爸爸 讨厌
27,27_322,27_322_000,关谷神奇,male,young,high,low,high,high,high,home,28_6,301_151,neutral,neutral,statement-opinion,让他去吧
34,34_064,34_064_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,228_84,355_247,neutral,neutral,statement-non-opinion,你要真想来我们公司工作呀
31,31_175,31_175_002,胡一菲,female,young,low,high,low,low,high,home,178_141,238_216,neutral,neutral,question,子乔什么时候变这么萌了
29,29_035,29_035_008,胡一菲,female,young,low,high,low,low,high,home,416_24,573_232,neutral,neutral,statement-non-opinion,这首歌我听过
31,31_092,31_092_005,陈美嘉,female,young,high,high,low,high,low,home,285_90,375_202,neutral,neutral,statement-non-opinion,你等一会儿
28,28_104,28_104_003,张伟,male,young,low,low,low,high,high,home,160_225,396_385,neutral,neutral,statement-opinion,怪不得
37,37_018,37_018_002,刘梅,female,middle-aged,high,high,low,high,high,home,343_66,505_267,neutral,neutral,statement-opinion,刘星不灵
27,27_226,27_226_005,曾小贤,male,young,high,high,low,high,low,office,404_41,563_233,neutral,neutral,statement-opinion,这样他们就不会胡来了
34,34_105,34_105_002,邓小可,female,young,low,high,high,high,high,outdoor,346_119,500_286,neutral,neutral,statement-non-opinion,除非里边有相声 我就喝
28,28_012,28_012_008,张伟,male,young,low,low,low,high,high,home,389_33,540_270,neutral,neutral,statement-opinion,用一个字来形容
27,27_158,27_158_008,胡一菲,female,young,low,high,low,low,high,home,115_16,313_215,neutral,neutral,statement-non-opinion,不过据说效果惊人
27,27_347,27_347_005,丽萨,female,young,low,low,low,low,high,office,435_40,603_188,neutral,neutral,other,对了
30,30_254,30_254_001,唐悠悠,female,young,high,high,high,high,high,home,194_28,384_281,neutral,neutral,question,你不是只看帅哥从来不挑的吗
27,27_379,27_379_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,540_196,622_301,neutral,neutral,answer,是这样的
34,34_314,34_314_008,沈画,female,young,high,high,low,high,high,home,0_0,0_0,neutral,neutral,statement-opinion,可是工作实在是太
34,34_247,34_247_005,郑海潮,male,young,low,high,high,high,high,outdoor,241_30,305_96,neutral,neutral,question,你这什么体力呀
29,29_168,29_168_002,唐悠悠,female,young,high,high,high,high,high,home,168_52,273_158,neutral,neutral,statement-non-opinion,会从这里走进来
27,27_202,27_202_012,曾小贤,male,young,high,high,low,high,low,entertainment-venue,407_43,656_318,neutral,neutral,statement-non-opinion,我从头到尾听了一遍，音质非常清楚
37,37_107,37_107_006,刘星,male,teenager,high,high,high,high,low,home,216_49,348_239,neutral,neutral,statement-non-opinion,必须用脑袋老老实实地好好想
31,31_217,31_217_005,诸葛大力,female,young,low,low,high,low,high,home,550_61,613_138,neutral,neutral,statement-non-opinion,我们曾经约定了三个月的时间
31,31_199,31_199_014,咖喱酱,female,young,low,high,high,high,low,outdoor,507_95,581_185,neutral,neutral,statement-non-opinion,算我赔你
31,31_224,31_224_008,张伟,male,young,low,low,low,high,high,entertainment-venue,303_105,371_183,neutral,neutral,statement-opinion,能加分就能复合
27,27_354,27_354_011,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,354_25,560_254,neutral,neutral,thanking,我会非常感谢你的
34,34_149,34_149_009,邓小可母亲,female,elderly,high,high,low,high,high,home,262_86,412_266,neutral,neutral,statement-opinion,那肯定不是
29,29_116,29_116_011,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,272_27,523_294,neutral,neutral,other,关谷君
30,30_116,30_116_006,陆展博,male,young,high,low,high,high,high,home,529_181,597_255,neutral,neutral,answer,遗传
29,29_108,29_108_011,陈美嘉,female,young,high,high,low,high,low,home,244_93,363_222,neutral,neutral,statement-non-opinion,铁栏杆的右侧
37,37_155,37_155_017,夏雨,male,teenager,high,low,high,high,low,school,0_0,0_0,neutral,neutral,statement-non-opinion,还有洗碗
29,29_253,29_253_009,林宛瑜,female,young,low,high,high,high,high,restaurant,0_0,0_0,neutral,neutral,statement-non-opinion,我得先找到我自己
27,27_113,27_113_006,关谷神奇,male,young,high,low,high,high,high,home,482_158,702_371,neutral,neutral,question,请问柬埔寨为什么叫柬埔寨
34,34_116,34_116_005,邓小可,female,young,low,high,high,high,high,restaurant,311_137,481_335,neutral,neutral,answer,好吃啊
34,34_344,34_344_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outdoor,110_91,258_279,neutral,neutral,statement-opinion,那可不是你啊 你以为老外是省油的灯吗
29,29_259,29_259_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,602_31,777_236,neutral,neutral,statement-non-opinion,进去
29,29_282,29_282_010,陆展博,male,young,high,low,high,high,high,home,396_30,576_259,neutral,neutral,statement-non-opinion,我愿意陪你一起去
27,27_282,27_282_017,胡一菲,female,young,low,high,low,low,high,entertainment-venue,428_1,638_137,neutral,neutral,statement-opinion,你只要夸他鼓励他
28,28_061,28_061_004,唐悠悠,female,young,high,high,high,high,high,hospital,216_51,388_271,neutral,neutral,statement-non-opinion,风里来雨里去
34,34_177,34_177_008,魏山山,female,young,low,low,high,high,high,outdoor,563_109,622_168,neutral,neutral,statement-non-opinion,你放我下来得了
27,27_158,27_158_013,胡一菲,female,young,low,high,low,low,high,home,148_15,336_239,neutral,neutral,question,你要买吗
34,34_044,34_044_000,邓小可,female,young,low,high,high,high,high,restaurant,0_0,0_0,neutral,neutral,statement-non-opinion,什么外国男朋友 人家是在美国上学
27,27_006,27_006_007,陆展博,female,young,high,low,high,high,high,car,172_34,375_252,neutral,neutral,statement-non-opinion,本来她应该今天来接我的
29,29_335,29_335_002,关谷神奇,male,young,high,low,high,high,high,home,124_7,348_253,neutral,neutral,statement-non-opinion,你放心
29,29_225,29_225_005,胡一菲,female,young,low,high,low,low,high,home,168_40,382_270,neutral,neutral,statement-non-opinion,我拿给你看看
27,27_156,27_156_007,曾小贤,male,young,high,high,low,high,low,entertainment-venue,475_41,658_250,neutral,neutral,statement-non-opinion,我帮你挂上去看看
27,27_266,27_266_001,林宛瑜,female,young,low,high,high,high,high,entertainment-venue,469_67,695_301,neutral,neutral,other,曾老师
27,27_441,27_441_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,362_79,533_259,neutral,neutral,statement-opinion,其实你还是很在乎我的
29,29_215,29_215_000,曾小贤,male,young,high,high,low,high,low,home,397_57,570_262,neutral,neutral,statement-non-opinion,阿姨其实我正好有事情想跟你聊聊
34,34_123,34_123_001,邓文宣,male,elderly,low,low,high,high,high,home,449_41,707_331,neutral,neutral,statement-non-opinion,比较适合老年人吃 比较素
31,31_219,31_219_006,诸葛大力,female,young,low,low,high,low,high,other-venue,374_112,422_175,neutral,neutral,statement-non-opinion,据说女人分手以后都会去酒吧消磨时间
34,34_309,34_309_003,郑海潮,male,young,low,high,high,high,high,outdoor,236_53,325_159,neutral,neutral,statement-non-opinion,撒点盐才好得快呢
27,27_021,27_021_006,吕子乔,male,young,low,high,high,high,low,other-venue,257_44,355_165,neutral,neutral,statement-non-opinion,引力越来越小
27,27_321,27_321_015,关谷神奇,male,young,high,low,high,high,high,home,184_25,352_251,neutral,neutral,reject,美嘉 其实真的不用了
27,27_316,27_316_001,陆展博,female,young,high,low,high,high,high,home,0_0,0_0,neutral,neutral,answer,荷理活
31,31_101,31_101_015,胡一菲,female,young,low,high,low,low,high,home,492_95,565_190,neutral,neutral,statement-non-opinion,我欣赏你的守口如瓶
28,28_124,28_124_001,唐悠悠,female,young,high,high,high,high,high,home,355_33,515_261,neutral,neutral,question,冰冰你知道吗
27,27_152,27_152_000,林宛瑜,female,young,low,high,high,high,high,entertainment-venue,0_0,0_0,neutral,neutral,question,你可不可以把你的淘宝账号借我用一下
27,27_455,27_455_014,林宛瑜,female,young,low,high,high,high,high,home,161_43,416_299,neutral,neutral,statement-non-opinion,我不清楚
30,30_040,30_040_002,胡一菲,female,young,low,high,low,low,high,other-venue,333_70,483_267,neutral,neutral,quotation,事实胜于雄辩
28,28_020,28_020_011,唐悠悠,female,young,high,high,high,high,high,home,199_81,374_268,neutral,neutral,statement-opinion,你演技不错
30,30_136,30_136_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,337_46,393_116,neutral,neutral,statement-opinion,不是第三个是第三重梦境
27,27_524,27_524_006,吕子乔,male,young,low,high,high,high,low,entertainment-venue,185_16,552_403,neutral,neutral,question,他们总不见得扛着你去吧
28,28_055,28_055_004,关谷神奇,male,young,high,low,high,high,high,home,471_27,657_295,neutral,neutral,statement-opinion,才一球成名
31,31_168,31_168_006,诸葛大力,female,young,low,low,high,low,high,other-venue,214_45,278_127,neutral,neutral,statement-non-opinion,各种要死要活 演得比你惨多了
27,27_212,27_212_009,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,0_0,0_0,neutral,neutral,appreciation,good boy
34,34_058,34_058_001,魏山山,female,young,low,low,high,high,high,outdoor,234_118,352_257,neutral,neutral,statement-non-opinion,我来看一个朋友
34,34_033,34_033_006,邓小可,female,young,low,high,high,high,high,restaurant,233_123,415_314,neutral,neutral,statement-non-opinion,你得回答我俩问题
34,34_368,34_368_000,郑海潮,male,young,low,high,high,high,high,outdoor,489_31,549_97,neutral,neutral,statement-non-opinion,听明白了
34,34_103,34_103_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,0_0,0_0,neutral,neutral,statement-non-opinion,这样吧 你把它放这儿
30,30_234,30_234_002,吕子乔,male,young,low,high,high,high,low,entertainment-venue,0_0,0_0,neutral,neutral,disagreement,不可能 没人敢在我面前作弊
29,29_095,29_095_008,吕子乔,male,young,low,high,high,high,low,entertainment-venue,137_17,346_225,neutral,neutral,answer,先发制人
27,27_330,27_330_000,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,neutral,neutral,other,关谷
34,34_029,34_029_003,沈画,female,young,high,high,low,high,high,home,140_86,419_270,neutral,neutral,statement-non-opinion,什么呀
34,34_116,34_116_002,郑海潮,male,young,low,high,high,high,high,restaurant,360_98,512_295,neutral,neutral,statement-non-opinion,环境好啊
30,30_123,30_123_004,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,0_0,0_0,neutral,neutral,statement-opinion,有收视率
31,31_000,31_000_012,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,432_75,535_189,neutral,neutral,statement-non-opinion,很快就要离开电台
34,34_067,34_067_001,陈佳,female,young,low,high,high,high,high,restaurant,379_108,533_298,neutral,neutral,statement-non-opinion,我有两个坏消息要告诉你
30,30_080,30_080_008,唐悠悠,female,young,high,high,high,high,high,home,0_0,0_0,neutral,neutral,statement-opinion,如果那个爸爸认账最好
27,27_285,27_285_002,吕子乔,male,young,low,high,high,high,low,entertainment-venue,121_20,298_274,neutral,neutral,statement-non-opinion,女孩都约好了
27,27_302,27_302_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,413_37,525_159,neutral,neutral,statement-non-opinion,相逢何必曾相识
34,34_133,34_133_001,魏山山,female,young,low,low,high,high,high,home,555_61,627_140,neutral,neutral,statement-non-opinion,那我给你
29,29_037,29_037_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,159_22,293_174,neutral,neutral,statement-non-opinion,俺忘了跟你说
27,27_362,27_362_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,200_35,420_287,neutral,neutral,statement-non-opinion,要拉肚子的
30,30_003,30_003_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outdoor,282_42,419_218,neutral,neutral,statement-opinion,这药我就给你
31,31_050,31_050_010,吕子乔,male,young,low,high,high,high,low,other-venue,428_99,525_215,neutral,neutral,statement-non-opinion,这样孩子奶粉钱和你的装修钱都有着落了
30,30_249,30_249_019,陈美嘉,female,young,high,high,low,high,low,restaurant,390_28,540_217,neutral,neutral,statement-opinion,别让家里人着急
27,27_226,27_226_009,曾小贤,male,young,high,high,low,high,low,office,690_2,819_205,neutral,neutral,statement-opinion,你应该先让他们把话说一遍
27,27_376,27_376_006,陆展博,female,young,high,low,high,high,high,office,0_0,0_0,neutral,neutral,statement-opinion,我们先把故事背景确认一下
27,27_108,27_108_006,丽萨,female,young,low,low,low,low,high,office,0_0,0_0,neutral,neutral,statement-non-opinion,曾小贤
30,30_076,30_076_016,陆展博,male,young,high,low,high,high,high,home,309_15,469_185,neutral,neutral,question,不过我上哪去找丑女
27,27_036,27_036_004,吕子乔,male,young,low,high,high,high,low,home,247_65,397_238,neutral,neutral,statement-non-opinion,别怪我没提醒你
34,34_149,34_149_006,魏山山,female,young,low,low,high,high,high,home,89_168,88_168,neutral,neutral,statement-non-opinion,什么社会现象
30,30_082,30_082_011,关谷神奇,male,young,high,low,high,high,high,home,392_40,530_222,neutral,neutral,statement-non-opinion,用来找水源、找宝藏、找妹子都没有问题
27,27_255,27_255_014,胡一菲,female,young,low,high,low,low,high,home,139_29,463_320,neutral,neutral,statement-opinion,和你们恐龙协会的女生可不一样
29,29_010,29_010_003,唐悠悠,female,young,high,high,high,high,high,entertainment-venue,274_14,528_306,neutral,neutral,statement-non-opinion,勉强4个半
28,28_122,28_122_000,关谷神奇,male,young,high,low,high,high,high,entertainment-venue,541_118,634_244,neutral,neutral,greeting,你现在怎么样了
31,31_123,31_123_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,hospital,288_73,379_194,neutral,neutral,statement-non-opinion,女性在怀孕以后
29,29_117,29_117_000,关谷神奇,male,young,high,low,high,high,high,home,435_26,574_170,neutral,neutral,statement-non-opinion,不 门锁坏了你出不去的
31,31_140,31_140_015,吕子乔,male,young,low,high,high,high,low,outdoor,398_92,459_167,neutral,neutral,statement-opinion,更不许拿这事损我
34,34_199,34_199_000,魏山山,female,young,low,low,high,high,high,home,428_104,570_265,neutral,neutral,answer,没觉得
34,34_223,34_223_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,554_74,776_301,neutral,neutral,statement-opinion,但说白了 她也是个女人啊
27,27_435,27_435_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,218_52,466_359,neutral,neutral,statement-non-opinion,子弹划过我脸颊那一刻
37,37_099,37_099_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outdoor,171_10,318_210,neutral,neutral,statement-opinion,你看你爸都是主编了
29,29_048,29_048_004,唐悠悠,female,young,high,high,high,high,high,home,407_23,645_275,neutral,neutral,statement-non-opinion,那你就要小心了
36,36_181,36_181_007,刘梅,female,middle-aged,high,high,low,high,high,home,287_16,479_254,neutral,neutral,statement-opinion,我就这么了解他
34,34_016,34_016_005,陈佳,female,young,low,high,high,high,high,office,196_99,256_167,neutral,neutral,statement-non-opinion,我们老板说长城好像不太合适
28,28_001,28_001_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,180_16,411_285,neutral,neutral,statement-non-opinion,伤心欲绝
28,28_234,28_234_001,秦羽墨,female,young,high,high,high,high,high,entertainment-venue,221_19,432_303,neutral,neutral,statement-opinion,酒品即人品
27,27_347,27_347_007,丽萨,female,young,low,low,low,low,high,office,437_43,600_204,neutral,neutral,statement-non-opinion,旁边好像很安静
37,37_117,37_117_007,夏雨,male,teenager,high,low,high,high,low,home,0_0,0_0,neutral,neutral,question,这什么啊 你就给我 new 一月份的零花钱给小雨
34,34_003,34_003_006,邓小可,female,young,low,high,high,high,high,restaurant,355_82,448_189,neutral,neutral,statement-non-opinion,咱俩是见过面了
34,34_224,34_224_004,郑海潮,male,young,low,high,high,high,high,office,229_97,368_276,neutral,neutral,statement-non-opinion,可是我已经招她了呀
34,34_326,34_326_004,魏山山,female,young,low,low,high,high,high,home,0_0,0_0,neutral,neutral,statement-non-opinion,一个
37,37_171,37_171_003,夏雨,male,teenager,high,low,high,high,low,home,320_50,435_197,neutral,neutral,thanking,谢谢
29,29_084,29_084_014,吕子乔,male,young,low,high,high,high,low,entertainment-venue,384_33,545_210,neutral,neutral,statement-non-opinion,他经常和我作伴
27,27_156,27_156_000,林宛瑜,female,young,low,high,high,high,high,entertainment-venue,256_47,428_277,neutral,neutral,statement-non-opinion,这是我小时候的 我最宝贝他了
34,34_026,34_026_000,邓小可母亲,female,elderly,high,high,low,high,high,other-venue,0_0,0_0,neutral,neutral,acknowledge,好 好 
34,34_065,34_065_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,364_65,496_240,neutral,neutral,statement-non-opinion,不过你也不要抱太大希望
29,29_114,29_114_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,neutral,neutral,statement-non-opinion,我是小泽又沐风啊
27,27_229,27_229_011,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,0_0,0_0,neutral,neutral,statement-non-opinion,5分钟之前我收到短信
34,34_334,34_334_007,陈佳,female,young,low,high,high,high,high,office,329_64,468_276,neutral,neutral,statement-non-opinion,我另外找人跟你对接
31,31_153,31_153_012,咖喱酱,female,young,low,high,high,high,low,home,463_50,570_180,neutral,neutral,statement-non-opinion,你不仅有天分
27,27_532,27_532_000,吕子乔,male,young,low,high,high,high,low,home,198_45,447_295,neutral,neutral,statement-opinion,那次我也有去啊 我也是有付出的
30,30_270,30_270_006,曾小贤,male,young,high,high,low,high,low,home,188_40,326_226,neutral,neutral,statement-non-opinion,其中的一处楼盘影响了周围的学校和居民
34,34_009,34_009_002,郑海潮,male,young,low,high,high,high,high,restaurant,0_0,0_0,neutral,neutral,statement-non-opinion,来 先坐
27,27_052,27_052_000,陈美嘉,female,young,high,high,low,high,low,home,70_150,255_354,neutral,neutral,statement-non-opinion,虽然有点晕
30,30_199,30_199_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,0_0,0_0,neutral,neutral,statement-non-opinion,我先走了
27,27_541,27_541_011,陆展博,female,young,high,low,high,high,high,home,157_57,346_277,neutral,neutral,statement-non-opinion,这是两点钟方向
30,30_072,30_072_014,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,404_19,615_276,neutral,neutral,statement-opinion,我这房子真心不错
27,27_175,27_175_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,396_76,585_314,neutral,neutral,question,不如去你家吧
37,37_110,37_110_001,夏雨,male,teenager,high,low,high,high,low,home,0_0,0_0,neutral,neutral,question,她生完气还会搭理我吗
37,37_029,37_029_008,刘星,male,teenager,high,high,high,high,low,home,263_47,439_276,neutral,neutral,statement-opinion,让我弹琴就是舍不得那2万块钱
28,28_240,28_240_005,吕子乔,male,young,low,high,high,high,low,entertainment-venue,75_78,161_197,neutral,neutral,question,这杯水我能喝吗
37,37_158,37_158_007,刘星,male,teenager,high,high,high,high,low,home,324_47,498_277,neutral,neutral,statement-non-opinion,咱们现在的家中排名 上有小雪
27,27_009,27_009_006,曾小贤,male,young,high,high,low,high,low,office,351_31,631_354,neutral,neutral,statement-opinion,没有一个人会永远走运
34,34_185,34_185_001,邓小可,female,young,low,high,high,high,high,outdoor,468_110,549_201,neutral,neutral,statement-non-opinion,沈画正好是那趟飞机的空姐
29,29_084,29_084_013,吕子乔,male,young,low,high,high,high,low,entertainment-venue,379_44,569_226,neutral,neutral,statement-non-opinion,每当我孤独寂寞的时候
29,29_114,29_114_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,218_35,465_312,neutral,neutral,question,你跟他是什么关系
34,34_133,34_133_002,魏山山,female,young,low,low,high,high,high,home,497_22,569_102,neutral,neutral,statement-non-opinion,你行啊现在
34,34_017,34_017_007,陈佳,female,young,low,high,high,high,high,office,0_0,0_0,neutral,neutral,statement-opinion,其实这个还行
28,28_207,28_207_001,关谷神奇,male,young,high,low,high,high,high,restaurant,0_0,0_0,neutral,neutral,statement-non-opinion,是二年啊
34,34_033,34_033_005,邓小可,female,young,low,high,high,high,high,restaurant,236_94,421_285,neutral,neutral,statement-non-opinion,那不一定
29,29_162,29_162_000,陆展博,male,young,high,low,high,high,high,home,463_32,568_169,neutral,neutral,question,那有饼干吗
27,27_162,27_162_011,胡一菲,female,young,low,high,low,low,high,home,222_42,425_275,neutral,neutral,statement-non-opinion,我上百度Google一下给你看
34,34_047,34_047_003,郑海潮,male,young,low,high,high,high,high,restaurant,7_4,207_217,neutral,neutral,question,他能干什么呢
35,35_135,35_135_001,夏东海,male,middle-aged,low,high,high,high,high,home,0_0,0_0,neutral,neutral,statement-opinion,我赞同她
